11,11.0
15,15.0
2,2.0
5,5.0
3,3.0
2,2.0
4,4.0
43,43.0
5,5.0
6,6.0
9,9.0
3,3.0
4,4.0
2,2.0
5,5.0
2,2.0
6,6.0
1,1.0
8,8.0
6,6.0
1,1.0
21,21.0
3,3.0
